NAME,CODE,HIERARCHY,IS_GROUP,CHILDREN,LEVEL_NAME,PARENT,LEVEL_NUMBER,OFFICIAL_LEVEL_NAME,count
Battle Creek MI,BATTLECREEKMI,ALL#WORLD#NOAME#USA#EASCB#MICHI#BATTLECREEKMI,false,,CITY,USA,3,CITY,2
Osmaniye,OSMYN,ALL#WORLD#ASIA#TUR#OSMYN,false,,STATE,TUR,1,PROVINCE,2
Oofunato,OOFU,ALL#WORLD#ASIA#JPN#OOFU,false,,CITY,JPN,1,PREFECTURE,2
Maizuru,PORT_JPMAI,ALL#WORLD#ASIA#JPN#PORT_JPMAI,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
"Hatay, Kahramanmaraş, Osmaniye",TR63,ALL#WORLD#ASIA#TUR#TR6#TR63,false,,REGION,TUR,2,DISTRICT,2
Diepholz,DE922,ALL#WORLD#EUR#DEU#DE9#DE92#DE922,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Covasna,RO123,ALL#WORLD#EUR#ROU#RO1#RO12#RO123,false,,DEPARTMENT,ROU,3,DEPARTMENT,2
Zug,ZUG,ALL#WORLD#EUR#CHE#ZUG,false,,CITY,CHE,1,CANTON,2
Paulina LA,PAULA,ALL#WORLD#NOAME#USA#DELTA#LOUIS#PAULA,false,,CITY,USA,3,CITY,2
Karlsruhe,KARLSRUHE---GER,ALL#WORLD#EUR#DEU#BADEW#KARLSRUHE---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Koochi,PORT_JPKCZ,ALL#WORLD#ASIA#JPN#PORT_JPKCZ,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Tanjung Bakau,TBAKAU,ALL#WORLD#ASIA#IDN#TBAKAU,false,,CITY,IDN,1,GEOGRAPHICAL UNIT,2
Port Allen LA,PORT_USPLL,ALL#WORLD#NOAME#USA#PORT_USPLL,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
Quarai,PORT_BRQRA,ALL#WORLD#SOAME#BRA#PORT_BRQRA,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Middle Franconia,DE25,ALL#WORLD#EUR#DEU#DE2#DE25,false,,REGION,DEU,2,DISTRICT,2
Samsun,PORT_TRSSX,ALL#WORLD#ASIA#TUR#PORT_TRSSX,false,,PORT_TERMINAL,TUR,1,PORT_TERMINAL,3
Ulyanovsk,PORT_RUULY,ALL#WORLD#EUR#RUS#PORT_RUULY,false,,PORT_TERMINAL,RUS,1,PORT_TERMINAL,2
Itaporã,IPRMS,ALL#WORLD#SOAME#BRA#BRASE#MATOS#IPRMS,false,,CITY,BRA,3,CITY,2
Centre-Val de Loire,CENTRVAL,ALL#WORLD#EUR#FRA#CENTRVAL,false,,REGION,FRA,1,METROPOLITAN REGION,3
Flevoland,NL230,ALL#WORLD#EUR#NLD#NL2#NL23#NL230,false,,DEPARTMENT,NLD,3,DEPARTMENT,3
Dionisio Cerqueira,PORT_BRDCA,ALL#WORLD#SOAME#BRA#PORT_BRDCA,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Kamarajar Port (Ennore Port),PORT_INENR,ALL#WORLD#ASIA#IND#PORT_INENR,false,,PORT_TERMINAL,IND,1,PORT_TERMINAL,2
Neustadt an der Waldnaab,NEUSTADTANDERWALDNAAB---GER,ALL#WORLD#EUR#DEU#BAVAR#NEUSTADTANDERWALDNAAB---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Dithmarschen,DITHMARSCHEN-GER,ALL#WORLD#EUR#DEU#SCHLE#DITHMARSCHEN-GER,false,,TERRITORY,DEU,2,DISTRICT,2
Sorel,PORT_CASOR,ALL#WORLD#NOAME#CAN#PORT_CASOR,false,,PORT_TERMINAL,CAN,1,PORT_TERMINAL,2
Norway,NO0,ALL#WORLD#EUR#NOR#NO0,false,,NATIONAL_REGION,NOR,1,ARCTIC REGION,2
Saalfeld-Rudolstadt,DEG0U,ALL#WORLD#EUR#DEU#DEG#DEG0#DEG0U,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Hakodate,PORT_JPHKD,ALL#WORLD#ASIA#JPN#PORT_JPHKD,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Fürstenfeldbruck,DE21C,ALL#WORLD#EUR#DEU#DE2#DE21#DE21C,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Malatya,TRB11,ALL#WORLD#ASIA#TUR#TRB#TRB1#TRB11,false,,DEPARTMENT,TUR,3,DEPARTMENT,2
Stockholm County,SE110,ALL#WORLD#EUR#SWE#SE1#SE11#SE110,false,,DEPARTMENT,SWE,3,BOROUGH,2
Rumoi,RUMOI,ALL#WORLD#ASIA#JPN#RUMOI,false,,CITY,JPN,1,PREFECTURE,2
Atucha,PORT_ARATU,ALL#WORLD#SOAME#ARG#PORT_ARATU,false,,PORT_TERMINAL,ARG,1,PORT_TERMINAL,2
Provence-Alpes-Côte d’Azur,FRL0,ALL#WORLD#EUR#FRA#FRL#FRL0,false,,REGION,FRA,2,DEPARTMENT,2
İzmir,TR31,ALL#WORLD#ASIA#TUR#TR3#TR31,false,,REGION,TUR,2,DISTRICT,2
Newport TN,NEWPORTTN,ALL#WORLD#NOAME#USA#APPAL#TENNE#NEWPORTTN,false,,CITY,USA,3,CITY,2
Greater Lisbon,PT1A,ALL#WORLD#EUR#PRT#PT1#PT1A,false,,REGION,PRT,2,MUNICIPALITY,2
Makhachkala,MAKHA,ALL#WORLD#EUR#RUS#NOCFD#DAGFS#MAKHA,false,,CITY,RUS,3,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
Barcelona,BCN,ALL#WORLD#EUR#ESP#SPCAT#BCN,false,,CITY,ESP,2,PROVINCE,3
Chicago IL,PORT_USCHI,ALL#WORLD#NOAME#USA#PORT_USCHI,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
London UK,PORT_GBLON,ALL#WORLD#EUR#GBR#PORT_GBLON,false,,PORT_TERMINAL,GBR,1,PORT_TERMINAL,2
Coesfeld,COESFELD--GER,ALL#WORLD#EUR#DEU#NRHWE#COESFELD--GER,false,,TERRITORY,DEU,2,DISTRICT,2
Plön,PLON-GER,ALL#WORLD#EUR#DEU#SCHLE#PLON-GER,false,,TERRITORY,DEU,2,DISTRICT,2
Corsica,FRM0,ALL#WORLD#EUR#FRA#FRM#FRM0,false,,REGION,FRA,2,DEPARTMENT,3
Antalya,TR611,ALL#WORLD#ASIA#TUR#TR6#TR61#TR611,false,,DEPARTMENT,TUR,3,DEPARTMENT,2
Gdynia,PORT_PLGDY,ALL#WORLD#EUR#POL#PORT_PLGDY,false,,PORT_TERMINAL,POL,1,PORT_TERMINAL,2
Brasília,PORT_BRBSB,ALL#WORLD#SOAME#BRA#PORT_BRBSB,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Algarve,PT150,ALL#WORLD#EUR#PRT#PT1#PT15#PT150,false,,DEPARTMENT,PRT,3,FREGUESIA,2
Diamante,PORT_ARDME,ALL#WORLD#SOAME#ARG#PORT_ARDME,false,,PORT_TERMINAL,ARG,1,PORT_TERMINAL,2
Davant,PORT_USDVT,ALL#WORLD#NOAME#USA#PORT_USDVT,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
Maputo,MAPU,ALL#WORLD#AFR#MOZ#MAPU,false,,CITY,MOZ,1,CITY,2
Ishikari,PORT_JPISI,ALL#WORLD#ASIA#JPN#PORT_JPISI,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Euskirchen,DEA28,ALL#WORLD#EUR#DEU#DEA#DEA2#DEA28,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Abidjan,PORT_CIABJ,ALL#WORLD#AFR#CIV#PORT_CIABJ,false,,PORT_TERMINAL,CIV,1,PORT_TERMINAL,2
Jaguarao,JAGUARAO,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#JAGUARAO,false,,CITY,BRA,3,CITY,2
Central Transdanubia,HU21,ALL#WORLD#EUR#HUN#HU2#HU21,false,,REGION,HUN,2,DISTRICT,2
Cuenca,ES423,ALL#WORLD#EUR#ESP#ES4#ES42#ES423,false,,DEPARTMENT,ESP,3,COMARCA,2
Saint petersburg,PORT_RULED,ALL#WORLD#EUR#RUS#PORT_RULED,false,,PORT_TERMINAL,RUS,1,PORT_TERMINAL,2
Dampier,PORT_AUDAM,ALL#WORLD#OCE#AUS#PORT_AUDAM,false,,PORT_TERMINAL,AUS,1,PORT_TERMINAL,2
Giresun,PORT_TRGIR,ALL#WORLD#ASIA#TUR#PORT_TRGIR,false,,PORT_TERMINAL,TUR,1,PORT_TERMINAL,3
Ceará,PORT_BRCEA,ALL#WORLD#SOAME#BRA#PORT_BRCEA,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Barnim,BARNIM---GER,ALL#WORLD#EUR#DEU#BRAND#BARNIM---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Sibiu,SIBI,ALL#WORLD#EUR#ROU#TRANS#SIBI,false,,CITY,ROU,2,COMMUNES AND VILLAGE,2
Ticino,CH070,ALL#WORLD#EUR#CHE#CH0#CH07#CH070,false,,DEPARTMENT,CHE,3,MUNICIPALITY,2
Campana,CPNAR,ALL#WORLD#SOAME#ARG#PAMAR#BUAPA#CPNAR,false,,CITY,ARG,3,CITY,2
South,ITF,ALL#WORLD#EUR#ITA#ITF,false,,NATIONAL_REGION,ITA,1,AUTONOMOUS REGION,3
Lima,LMAAR,ALL#WORLD#SOAME#ARG#PAMAR#BUAPA#LMAAR,false,,CITY,ARG,3,CITY,2
Ramallo,RAMAR,ALL#WORLD#SOAME#ARG#PAMAR#BUAPA#RAMAR,false,,CITY,ARG,3,CITY,2
Rouen,PORT_FRURO,ALL#WORLD#EUR#FRA#PORT_FRURO,false,,PORT_TERMINAL,FRA,1,PORT_TERMINAL,2
San Pedro,SPDAR,ALL#WORLD#SOAME#ARG#PAMAR#BUAPA#SPDAR,false,,CITY,ARG,3,CITY,2
Kandla,PORT_INIXY,ALL#WORLD#ASIA#IND#PORT_INIXY,false,,PORT_TERMINAL,IND,1,PORT_TERMINAL,2
Blaye,PORT_FRBYE,ALL#WORLD#EUR#FRA#PORT_FRBYE,false,,PORT_TERMINAL,FRA,1,PORT_TERMINAL,2
Montevideo,MVDUR,ALL#WORLD#SOAME#URY#MVDUR,false,,CITY,URY,1,DEPARTMENT,2
Machong,MACHONG,ALL#WORLD#ASIA#CHN#GUANG#MACHONG,false,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION,2
Nueva Palmira,NVPUR,ALL#WORLD#SOAME#URY#NVPUR,false,,CITY,URY,1,DEPARTMENT,2
Hunedoara,RO423,ALL#WORLD#EUR#ROU#RO4#RO42#RO423,false,,DEPARTMENT,ROU,3,DEPARTMENT,2
Toyama,TOYA,ALL#WORLD#ASIA#JPN#TOYA,false,,CITY,JPN,1,PREFECTURE,2
Calafat,PORT_ROCAF,ALL#WORLD#EUR#ROU#PORT_ROCAF,false,,PORT_TERMINAL,ROU,1,PORT_TERMINAL,2
Salamanca,ES415,ALL#WORLD#EUR#ESP#ES4#ES41#ES415,false,,DEPARTMENT,ESP,3,COMARCA,2
"Kastamonu, Çankırı, Sinop",TR82,ALL#WORLD#ASIA#TUR#TR8#TR82,false,,REGION,TUR,2,DISTRICT,2
"Antalya, Isparta, Burdur",TR61,ALL#WORLD#ASIA#TUR#TR6#TR61,false,,REGION,TUR,2,DISTRICT,2
Tuttlingen,TUTTLINGEN---GER,ALL#WORLD#EUR#DEU#BADEW#TUTTLINGEN---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Greiz,GREIZ---GER,ALL#WORLD#EUR#DEU#THURI#GREIZ---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Port Kembla,PORT_AUPKL,ALL#WORLD#OCE#AUS#PORT_AUPKL,false,,PORT_TERMINAL,AUS,1,PORT_TERMINAL,2
Rondônia,PORT_BRCVN,ALL#WORLD#SOAME#BRA#PORT_BRCVN,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Ishwardi,ISHWARDI,ALL#WORLD#ASIA#BGD#ISHWARDI,false,,CITY,BGD,1,DIVISION,2
New Mangalore Port,NMANG,ALL#WORLD#ASIA#IND#WESTI#KARNA#NMANG,false,,CITY,IND,3,DISTRICT,2
Nemuro,NEMURO,ALL#WORLD#ASIA#JPN#NEMURO,false,,CITY,JPN,1,PREFECTURE,2
Talbotville ON,PORT_CATAL,ALL#WORLD#NOAME#CAN#PORT_CATAL,false,,PORT_TERMINAL,CAN,1,PORT_TERMINAL,2
Iceland,IS0,ALL#WORLD#EUR#ISL#IS0,false,,NATIONAL_REGION,ISL,1,REGION,3
Albacete,ES421,ALL#WORLD#EUR#ESP#ES4#ES42#ES421,false,,DEPARTMENT,ESP,3,COMARCA,2
Minamata,PORT_JPMIN,ALL#WORLD#ASIA#JPN#PORT_JPMIN,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Niigata,NIIG,ALL#WORLD#ASIA#JPN#NIIG,false,,CITY,JPN,1,PREFECTURE,2
Nikolaevskaya,NIKOLAYA,ALL#WORLD#EUR#RUS#PETER#NIKOLAYA,false,,CITY,RUS,2,OBLAST,2
Port Klang,PORT_MYPKG,ALL#WORLD#ASIA#MYS#PORT_MYPKG,false,,PORT_TERMINAL,MYS,1,PORT_TERMINAL,2
Uruguaiana,URUGUA,ALL#WORLD#SOAME#BRA#BRASO#RIOGS#URUGUA,false,,CITY,BRA,3,CITY,2
Uno,PORT_JPUNO,ALL#WORLD#ASIA#JPN#PORT_JPUNO,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Venice,VENICE,ALL#WORLD#EUR#ITA#VENICE,false,,CITY,ITA,1,REGION,2
Naples,ITF33,ALL#WORLD#EUR#ITA#ITF#ITF3#ITF33,false,,DEPARTMENT,ITA,3,MUNICIPALITY,2
Asturias,ES120,ALL#WORLD#EUR#ESP#ES1#ES12#ES120,false,,DEPARTMENT,ESP,3,COMARCA,2
Port of Aqaba,PORT_JOAQB,ALL#WORLD#ASIA#JOR#PORT_JOAQB,false,,PORT_TERMINAL,JOR,1,PORT_TERMINAL,2
Shiga,PORT_SHIG,ALL#WORLD#ASIA#JPN#PORT_SHIG,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Tulcea,TULC,ALL#WORLD#EUR#ROU#TULC,false,,CITY,ROU,1,MUNICIPALITY,2
Uwajima,UWAJ,ALL#WORLD#ASIA#JPN#UWAJ,false,,CITY,JPN,1,PREFECTURE,2
Kamsar,PORT_KAMSAR,ALL#WORLD#AFR#GIN#PORT_KAMSAR,false,,CITY,GIN,1,ADMINISTRATIVE REGION,2
Gabes,PORT_TNGAE,ALL#WORLD#AFR#TUN#PORT_TNGAE,false,,PORT_TERMINAL,TUN,1,PORT_TERMINAL,2
Arnsberg,DEU_ARNSBERG,ALL#WORLD#EUR#DEU#DEU_ARNSBERG,false,,REGION,DEU,1,STATE,2
Haldia Port,PORT_INHAL,ALL#WORLD#ASIA#IND#PORT_INHAL,false,,PORT_TERMINAL,IND,1,PORT_TERMINAL,2
Açu,PORT_BRACX,ALL#WORLD#SOAME#BRA#PORT_BRACX,false,,PORT_TERMINAL,BRA,1,PORT_TERMINAL,2
Huangpu,PORT_CNHUA,ALL#WORLD#ASIA#CHN#PORT_CNHUA,false,,PORT_TERMINAL,CHN,1,PORT_TERMINAL,2
Makurazaki,MAKU,ALL#WORLD#ASIA#JPN#MAKU,false,,CITY,JPN,1,PREFECTURE,2
City of Belgrade,RS11,ALL#WORLD#EUR#SRB#RS1#RS11,false,,REGION,SRB,2,DISTRICT,2
Ramallo,PORT_ARRAM,ALL#WORLD#SOAME#ARG#PORT_ARRAM,false,,PORT_TERMINAL,ARG,1,PORT_TERMINAL,2
Gizan,GIZAN,ALL#WORLD#ASIA#SAU#GIZAN,false,,CITY,SAU,1,REGION,2
Kaliningrad,PORT_RUKGD,ALL#WORLD#EUR#RUS#PORT_RUKGD,false,,PORT_TERMINAL,RUS,1,PORT_TERMINAL,2
Kamarajar Port (Ennore Port),KAMAR,ALL#WORLD#ASIA#IND#SOUIN#TAMIL#CHENN#KAMAR,false,,CITY,IND,4,CITY,2
Northeast,CZ05,ALL#WORLD#EUR#CZE#CZ0#CZ05,false,,REGION,CZE,2,DISTRICT,3
Sakata,PORT_JPSKT,ALL#WORLD#ASIA#JPN#PORT_JPSKT,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Dahme-Spreewald,DAHME-SPREEWALD---GER,ALL#WORLD#EUR#DEU#BRAND#DAHME-SPREEWALD---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Safi,SAFI,ALL#WORLD#AFR#MAR#SAFI,false,,CITY,MAR,1,REGION,2
Cuxhaven,DE932,ALL#WORLD#EUR#DEU#DE9#DE93#DE932,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Ferrol,FERRO,ALL#WORLD#EUR#ESP#FERRO,false,,CITY,ESP,1,AUTONOMOUS COMMUNITY,2
Mansfeld-Südharz,MANSFELD-SDHARZ---GER,ALL#WORLD#EUR#DEU#SAXOY#MANSFELD-SDHARZ---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Ravensburg,RAVENSBURG---GER,ALL#WORLD#EUR#DEU#BADEW#RAVENSBURG---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Vysotsk,VYSOTSK,ALL#WORLD#EUR#RUS#VYSOTSK,false,,PORT_TERMINAL,RUS,1,PORT_TERMINAL,2
Surabaya,PORT_IDSUB,ALL#WORLD#ASIA#IDN#PORT_IDSUB,false,,PORT_TERMINAL,IDN,1,PORT_TERMINAL,2
Mauban,QUEZON_MAUBAN,ALL#WORLD#ASIA#PHL#QUEZON#QUEZON_MAUBAN,false,,CITY,PHL,2,MUNICIPALITY,2
Marghera,MARG,ALL#WORLD#EUR#ITA#ITNE#ITVEN#ITVNZ#MARG,false,,CITY,ITA,4,CITY,2
Makassar,MAKA,ALL#WORLD#ASIA#IDN#MAKA,false,,CITY,IDN,1,GEOGRAPHICAL UNIT,2
Shantou,SHANTOU,ALL#WORLD#ASIA#CHN#GUANG#SHANTOU,false,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION,2
Coesfeld,DEA35,ALL#WORLD#EUR#DEU#DEA#DEA3#DEA35,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Gladstone,PORT_AUGLT,ALL#WORLD#OCE#AUS#PORT_AUGLT,false,,PORT_TERMINAL,AUS,1,PORT_TERMINAL,2
Tagonoura,PORT_JPTGO,ALL#WORLD#ASIA#JPN#PORT_JPTGO,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Antalya,ANTLYA,ALL#WORLD#ASIA#TUR#ANTLYA,false,,STATE,TUR,1,PROVINCE,2
Norfolk Terminal VA,PORT_USORF,ALL#WORLD#NOAME#USA#PORT_USORF,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
Istanbul,TR100,ALL#WORLD#ASIA#TUR#TR1#TR10#TR100,false,,DEPARTMENT,TUR,3,DEPARTMENT,5
Southwest Pass,PORT_USSW8,ALL#WORLD#NOAME#USA#PORT_USSW8,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
Dionisio Cerqueira,DIONISIO_CERQUEIRA,ALL#WORLD#SOAME#BRA#BRASO#SANTA#DIONISIO_CERQUEIRA,false,,CITY,BRA,3,CITY,2
Vila do conde,PORT_PTVIC,ALL#WORLD#EUR#PRT#PORT_PTVIC,false,,PORT_TERMINAL,PRT,1,PORT_TERMINAL,2
Aquitaine,FRI1,ALL#WORLD#EUR#FRA#FRI#FRI1,false,,REGION,FRA,2,DEPARTMENT,2
Tuscany,ITI1,ALL#WORLD#EUR#ITA#ITI#ITI1,false,,REGION,ITA,2,PROVINCE,2
Tokat,TOKAT,ALL#WORLD#ASIA#TUR#TOKAT,false,,STATE,TUR,1,PROVINCE,2
Cyprus,CY00,ALL#WORLD#ASIA#CYP#CY0#CY00,false,,REGION,CYP,2,REGION,4
Siirt,TRC34,ALL#WORLD#ASIA#TUR#TRC#TRC3#TRC34,false,,DEPARTMENT,TUR,3,DEPARTMENT,2
Outer Harbor,OTRHBR,ALL#WORLD#OCE#AUS#AUSOU#OTRHBR,false,,CITY,AUS,2,LOCAL GOVERNMENT AREA,2
Pays de la Loire,FRG0,ALL#WORLD#EUR#FRA#FRG#FRG0,false,,REGION,FRA,2,DEPARTMENT,3
Apulia,ITF4,ALL#WORLD#EUR#ITA#ITF#ITF4,false,,REGION,ITA,2,PROVINCE,2
Ibicuy,IBICU,ALL#WORLD#SOAME#ARG#MESAR#ENRME#IBICU,false,,CITY,ARG,3,CITY,2
Açu,ACU,ALL#WORLD#SOAME#BRA#BRACW#RIOGN#ACU,false,,CITY,BRA,3,CITY,2
Emsland,DE949,ALL#WORLD#EUR#DEU#DE9#DE94#DE949,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Aden,PORT_YEADE,ALL#WORLD#ASIA#YEM#PORT_YEADE,false,,PORT_TERMINAL,YEM,1,PORT_TERMINAL,2
Lüneburg,DE93,ALL#WORLD#EUR#DEU#DE9#DE93,false,,REGION,DEU,2,DISTRICT,2
Salvador,SALVA,ALL#WORLD#SOAME#BRA#BRACW#BAHIA#SALVA,false,,CITY,BRA,3,CITY,2
Aveiro,AVEI,ALL#WORLD#EUR#PRT#AVEI,false,,CITY,PRT,1,DISTRICT,2
Prignitz,DE40F,ALL#WORLD#EUR#DEU#DE4#DE40#DE40F,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Mykolaiv,PORT_UANLV,ALL#WORLD#EUR#UKR#PORT_UANLV,false,,PORT_TERMINAL,UKR,1,PORT_TERMINAL,2
Carinthia,AT21,ALL#WORLD#EUR#AUT#AT2#AT21,false,,REGION,AUT,2,DISTRICT,2
Valladolid,ES418,ALL#WORLD#EUR#ESP#ES4#ES41#ES418,false,,DEPARTMENT,ESP,3,COMARCA,2
Baltimore,BALT,ALL#WORLD#NOAME#USA#NOEAS#MARYL#BALT,false,,CITY,USA,3,CITY,2
Trier,DEU_TRIER,ALL#WORLD#EUR#DEU#DEU_TRIER,false,,CITY,DEU,1,STATE,2
Eichstätt,EICHSTTT---GER,ALL#WORLD#EUR#DEU#BAVAR#EICHSTTT---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Diepholz,DIEPHOLZZ-GER,ALL#WORLD#EUR#DEU#LOWSA#DIEPHOLZZ-GER,false,,TERRITORY,DEU,2,DISTRICT,2
Aomori,AOMORI,ALL#WORLD#ASIA#JPN#AOMORI,false,,CITY,JPN,1,PREFECTURE,2
Drenthe,NL13,ALL#WORLD#EUR#NLD#NL1#NL13,false,,REGION,NLD,2,MUNICIPALITY,2
Split,PORT_HRSPU,ALL#WORLD#EUR#HRV#PORT_HRSPU,false,,PORT_TERMINAL,HRV,1,PORT_TERMINAL,2
Günzburg,DE278,ALL#WORLD#EUR#DEU#DE2#DE27#DE278,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Buenos Aires,PORT_ARBUE,ALL#WORLD#SOAME#ARG#PORT_ARBUE,false,,PORT_TERMINAL,ARG,1,PORT_TERMINAL,2
Izmail,PORT_UAIZM,ALL#WORLD#EUR#UKR#PORT_UAIZM,false,,PORT_TERMINAL,UKR,1,PORT_TERMINAL,2
Prignitz,PRIGNITZ---GER,ALL#WORLD#EUR#DEU#BRAND#PRIGNITZ---GER,false,,TERRITORY,DEU,2,DISTRICT,2
Saarland,DEC0,ALL#WORLD#EUR#DEU#DEC#DEC0,false,,REGION,DEU,2,DISTRICT,2
Luanda,LUAN,ALL#WORLD#AFR#AGO#LUAN,false,,CITY,AGO,1,PROVINCE,2
Fukui,PORT_JPFKJ,ALL#WORLD#ASIA#JPN#PORT_JPFKJ,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Alicante,ES521,ALL#WORLD#EUR#ESP#ES5#ES52#ES521,false,,DEPARTMENT,ESP,3,COMARCA,2
Svishtov,PORT_BGSVZ,ALL#WORLD#EUR#BGR#PORT_BGSVZ,false,,PORT_TERMINAL,BGR,1,PORT_TERMINAL,2
Praia da vitoria,Praia_vitoria,ALL#WORLD#EUR#PRT#Praia_vitoria,false,,CITY,PRT,1,DISTRICT,2
Skadovsk,SKADO,ALL#WORLD#EUR#UKR#SOUKR#KHERS#SKADO,false,,CITY,UKR,3,CITY,2
Hoofu,PORT_JPHOF,ALL#WORLD#ASIA#JPN#PORT_JPHOF,false,,PORT_TERMINAL,JPN,1,PORT_TERMINAL,2
Batman,TRC32,ALL#WORLD#ASIA#TUR#TRC#TRC3#TRC32,false,,DEPARTMENT,TUR,3,DEPARTMENT,2
Mariveles,PORT_PHMVS,ALL#WORLD#ASIA#PHL#PORT_PHMVS,false,,PORT_TERMINAL,PHL,1,PORT_TERMINAL,2
Tunceli,TRB14,ALL#WORLD#ASIA#TUR#TRB#TRB1#TRB14,false,,DEPARTMENT,TUR,3,DEPARTMENT,2
Westwego LA,PORT_USWWO,ALL#WORLD#NOAME#USA#PORT_USWWO,false,,PORT_TERMINAL,USA,1,PORT_TERMINAL,2
Olt,OLT,ALL#WORLD#EUR#ROU#OLT,false,,COUNTY,ROU,1,DEPARTMENT,2
Xinyang,PORT_CNING,ALL#WORLD#ASIA#CHN#PORT_CNING,false,,PORT_TERMINAL,CHN,1,PORT_TERMINAL,2
Bruges,PORT_BEBGS,ALL#WORLD#EUR#BEL#PORT_BEBGS,false,,PORT_TERMINAL,BEL,1,PORT_TERMINAL,2
Panjin,PANJIN,ALL#WORLD#ASIA#CHN#LIAON#PANJIN,false,,CITY,CHN,2,PREFECTURE-LEVEL DIVISION,2
Blaye,BLAYE,ALL#WORLD#EUR#FRA#BLAYE,false,,CITY,FRA,1,METROPOLITAN REGION,2
Recklinghausen,DEA36,ALL#WORLD#EUR#DEU#DEA#DEA3#DEA36,false,,DEPARTMENT,DEU,3,MUNICIPALITY,2
Agder,NOR_AGDER,ALL#WORLD#EUR#NOR#NOR_AGDER,false,,REGION,NOR,1,ARCTIC REGION,2
Semikarakorsk,SEMIKARAKORSK,ALL#WORLD#EUR#RUS#SOUFD#ROSFS#SEMIKARAKORSK,false,,CITY,RUS,3,THIRD-LEVEL ADMINISTRATIVE DIVISION,2
